Start;End;Sleep Quality;Regularity;Mood;Heart rate (bpm);Steps;Alarm mode;Air Pressure (Pa);City;Movements per hour;Time in bed (seconds);Time asleep (seconds);Time before sleep (seconds);Window start;Window stop;Did snore;Snore time;Weather temperature (°C);Weather type;Notes
2021-01-29 02:00:43;2021-01-29 10:34:15;87%;90%;;51;550;Normal;99.5;;55.0;30811.6;24443.9;1643.3;2021-01-29 10:30:00;2021-01-29 10:30:00;true;865.8;0.0;No weather;
2021-01-30 05:28:10;2021-01-30 13:59:40;91%;73%;;55;667;No alarm;100.2;;50.5;30690.0;30076.2;613.8;;;true;120.0;0.0;No weather;
2021-01-31 04:31:04;2021-01-31 12:20:43;86%;69%;;57;1252;No alarm;100.4;;46.1;28179.1;24328.0;563.6;;;true;600.0;0.0;No weather;
2021-02-01 01:52:54;2021-02-01 10:37:05;93%;62%;;58;621;Normal;99.2;;50.8;31451.0;25580.2;629.0;2021-02-01 10:30:00;2021-02-01 10:30:00;true;600.0;0.0;No weather;
2021-02-02 03:42:18;2021-02-02 10:31:14;81%;75%;;54;357;Normal;100.1;;37.0;24535.7;19710.3;2453.6;2021-02-02 10:30:00;2021-02-02 10:30:00;true;120.0;0.0;No weather;
2021-02-03 02:31:37;2021-02-03 08:09:23;59%;73%;;57;1892;Normal;99.4;;52.3;20265.7;17158.3;405.3;2021-02-03 10:00:00;2021-02-03 10:00:00;true;60.0;0.0;No weather;
2021-02-04 03:09:39;2021-02-04 10:31:42;76%;76%;;55;803;Normal;100.4;;53.9;26522.2;23604.7;972.5;2021-02-04 10:30:00;2021-02-04 10:30:00;true;504.9;0.0;No weather;
2021-02-05 03:26:30;2021-02-05 11:00:53;86%;80%;;56;1640;Normal;101.0;;42.8;27263.0;21810.4;3907.7;2021-02-05 11:00:00;2021-02-05 11:00:00;true;83.9;0.0;No weather;
2021-02-06 05:06:48;2021-02-06 11:56:32;75%;82%;;53;1463;No alarm;101.0;;46.2;24584.4;18684.2;1884.8;;;true;0.0;0.0;No weather;
2021-02-07 03:56:31;2021-02-07 12:33:32;37%;86%;;0;0;No alarm;100.2;;185.9;31020.5;16337.5;13959.2;;;false;0.0;0.0;No weather;
2021-02-08 03:00:42;2021-02-08 10:30:50;80%;80%;;74;1754;Normal;100.2;;49.7;27008.1;20706.2;3060.9;2021-02-08 10:30:00;2021-02-08 10:30:00;true;0.0;0.0;No weather;
2021-02-09 02:45:55;2021-02-09 09:06:58;74%;82%;;51;1848;Normal;100.5;;36.2;22863.9;20348.9;1752.9;2021-02-09 10:30:00;2021-02-09 10:30:00;true;120.0;0.0;No weather;
2021-02-10 02:57:46;2021-02-10 10:16:30;86%;83%;;0;0;Normal;100.9;;34.3;26324.5;18602.6;4036.4;2021-02-10 10:15:00;2021-02-10 10:15:00;true;120.0;0.0;No weather;
2021-02-11 02:00:14;2021-02-11 10:30:56;91%;88%;;68;1034;Normal;102.4;;48.7;30642.0;25024.3;612.8;2021-02-11 10:30:00;2021-02-11 10:30:00;true;2403.6;0.0;No weather;
2021-02-12 02:20:45;2021-02-12 10:24:20;90%;92%;;54;1074;Normal;103.2;;42.5;29014.7;27467.2;580.3;2021-02-12 10:30:00;2021-02-12 10:30:00;true;1377.1;0.0;No weather;
2021-02-13 04:42:01;2021-02-13 11:35:05;71%;86%;;114;1423;No alarm;103.8;;54.1;24784.1;19083.7;495.7;;;true;60.0;0.0;No weather;
2021-02-14 03:23:40;2021-02-14 08:23:06;44%;76%;;68;1480;No alarm;103.6;;74.7;17966.6;16050.1;359.3;;;true;191.5;0.0;No weather;
2021-02-14 08:33:15;2021-02-14 10:29:10;22%;19%;;61;81;No alarm;103.5;;36.0;6955.3;6816.1;139.1;;;true;0.0;0.0;No weather;
2021-02-15 03:02:24;2021-02-15 11:00:49;85%;69%;;53;1902;Normal;102.4;;49.2;28705.2;24973.6;2200.7;2021-02-15 11:00:00;2021-02-15 11:00:00;true;0.0;0.0;No weather;
2021-02-16 01:59:14;2021-02-16 09:27:25;75%;72%;;61;875;Normal;101.8;;57.2;26890.7;19630.2;4212.9;2021-02-16 10:30:00;2021-02-16 10:30:00;true;580.9;0.0;No weather;
2021-02-17 02:44:39;2021-02-17 10:30:36;89%;79%;;74;3042;Normal;100.9;;38.6;27956.4;25347.1;1677.4;2021-02-17 10:30:00;2021-02-17 10:30:00;true;198.4;0.0;No weather;
2021-02-18 01:59:02;2021-02-18 09:55:26;89%;84%;;65;1884;Normal;101.2;;41.0;28584.2;28012.5;571.7;2021-02-18 10:30:00;2021-02-18 10:30:00;true;0.0;0.0;No weather;
2021-02-19 01:56:35;2021-02-19 09:47:04;82%;91%;;102;4868;Normal;100.9;;51.7;28229.0;22206.8;564.6;2021-02-19 10:30:00;2021-02-19 10:30:00;true;0.0;0.0;No weather;
2021-02-21 02:06:33;2021-02-21 08:06:08;62%;92%;;54;4454;Normal;100.9;;54.1;21574.9;15533.9;2085.6;2021-02-21 08:00:00;2021-02-21 08:00:00;true;180.0;0.0;No weather;
2021-02-22 01:42:27;2021-02-22 10:01:36;73%;83%;;66;8799;Normal;101.2;;75.3;29949.7;25756.7;599.0;2021-02-22 10:00:00;2021-02-22 10:00:00;true;180.0;0.0;No weather;
2021-02-23 03:12:44;2021-02-23 10:00:52;62%;84%;;55;1132;Normal;102.3;;71.0;24488.1;21876.0;489.8;2021-02-23 10:00:00;2021-02-23 10:00:00;true;120.0;0.0;No weather;
2021-02-24 02:20:49;2021-02-24 10:00:59;85%;87%;;58;1608;Normal;102.6;;43.1;27609.9;26413.4;552.2;2021-02-24 10:00:00;2021-02-24 10:00:00;true;151.5;0.0;No weather;
2021-02-25 01:02:11;2021-02-25 10:00:29;100%;90%;;55;639;Normal;102.3;;40.0;32298.6;29607.1;2691.6;2021-02-25 10:00:00;2021-02-25 10:00:00;true;420.0;0.0;No weather;
2021-02-26 01:51:50;2021-02-26 09:27:24;78%;90%;;55;1800;Normal;103.0;;54.8;27334.1;22505.0;1366.7;2021-02-26 09:30:00;2021-02-26 09:30:00;true;60.0;0.0;No weather;
2021-02-28 01:17:59;2021-02-28 08:52:23;90%;89%;;58;4259;Normal;103.9;;31.3;27264.3;25992.0;545.3;2021-02-28 08:45:00;2021-02-28 08:45:00;true;983.8;0.0;No weather;
2021-03-01 01:06:09;2021-03-01 10:00:20;99%;90%;;65;6392;Normal;103.5;;42.6;32051.2;27670.8;641.0;2021-03-01 10:00:00;2021-03-01 10:00:00;true;240.0;0.0;No weather;
2021-03-02 01:33:02;2021-03-02 10:00:45;95%;93%;;55;2330;Normal;103.1;;41.8;30462.9;28736.7;609.3;2021-03-02 10:00:00;2021-03-02 10:00:00;true;120.0;0.0;No weather;
2021-03-03 02:38:43;2021-03-03 08:05:38;61%;87%;;63;1226;Normal;102.7;;41.4;19615.0;16149.7;2680.7;2021-03-03 08:00:00;2021-03-03 08:00:00;true;180.0;0.0;No weather;
2021-03-04 02:30:34;2021-03-04 10:00:50;86%;85%;;0;2160;Normal;102.2;;38.6;27015.6;26475.3;540.3;2021-03-04 10:00:00;2021-03-04 10:00:00;true;223.3;0.0;No weather;
2021-03-05 02:59:26;2021-03-05 09:30:29;76%;83%;;52;1942;Normal;102.4;;34.3;23463.3;18770.6;2893.8;2021-03-05 09:30:00;2021-03-05 09:30:00;true;65.4;0.0;No weather;
2021-03-06 04:51:39;2021-03-06 12:05:33;79%;79%;;75;2323;Normal;103.3;;45.8;26034.0;23257.1;520.7;2021-03-06 12:05:00;2021-03-06 12:05:00;true;372.3;0.0;No weather;
2021-03-07 02:24:39;2021-03-07 09:31:09;77%;71%;;0;9094;Normal;102.8;;46.6;25590.1;20472.1;511.8;2021-03-07 09:30:00;2021-03-07 09:30:00;true;360.0;0.0;No weather;
2021-03-08 03:02:05;2021-03-08 10:00:48;76%;71%;;54;7980;Normal;102.2;;45.5;25123.1;20266.0;2093.6;2021-03-08 10:00:00;2021-03-08 10:00:00;true;120.0;0.0;No weather;
2021-03-09 02:43:56;2021-03-09 10:30:53;85%;81%;;56;1715;Normal;101.6;;44.1;28016.9;25495.4;560.3;2021-03-09 10:30:00;2021-03-09 10:30:00;true;360.0;0.0;No weather;
2021-03-10 03:16:04;2021-03-10 10:53:34;82%;92%;;56;1575;Normal;101.6;;47.8;27450.8;22875.6;2104.6;2021-03-10 10:30:00;2021-03-10 10:30:00;true;60.0;0.0;No weather;
2021-03-11 03:18:25;2021-03-11 09:54:37;48%;92%;;56;1472;Normal;99.3;;95.6;23771.7;18858.9;475.4;2021-03-11 10:30:00;2021-03-11 10:30:00;true;60.0;0.0;No weather;
2021-03-12 03:07:59;2021-03-12 10:00:41;69%;94%;;58;1244;Normal;100.1;;57.9;24762.0;18571.5;4044.5;2021-03-12 10:00:00;2021-03-12 10:00:00;true;240.0;0.0;No weather;
2021-03-13 02:24:16;2021-03-13 08:41:58;65%;91%;;57;815;Normal;99.4;;54.1;22661.6;19111.3;453.2;2021-03-13 08:30:00;2021-03-13 08:30:00;true;300.0;0.0;No weather;
2021-03-14 01:37:14;2021-03-14 09:11:37;94%;90%;;59;10702;Normal;99.8;;24.7;27262.5;24263.6;545.3;2021-03-14 10:30:00;2021-03-14 10:30:00;true;280.0;0.0;No weather;
2021-03-15 01:14:47;2021-03-15 09:00:40;89%;89%;;61;3271;Normal;100.7;;37.2;27953.2;23480.7;1770.4;2021-03-15 09:00:00;2021-03-15 09:00:00;true;370.9;0.0;No weather;
2021-03-16 01:04:11;2021-03-16 07:03:13;67%;89%;;62;1431;Normal;102.0;;40.9;21541.4;19746.3;1292.5;2021-03-16 07:00:00;2021-03-16 07:00:00;true;360.0;0.0;No weather;
2021-03-17 02:29:40;2021-03-17 11:42:13;90%;76%;;0;6204;No alarm;102.5;;57.2;33152.8;30832.1;663.1;;;true;0.0;0.0;No weather;
2021-03-18 01:46:50;2021-03-18 07:15:48;62%;63%;;56;2232;Normal;102.6;;40.1;19737.4;14803.1;3026.4;2021-03-18 07:15:00;2021-03-18 07:15:00;true;120.0;0.0;No weather;
2021-03-19 02:39:03;2021-03-19 10:29:30;91%;57%;;61;3864;Normal;102.1;;35.7;28227.3;26251.4;564.5;2021-03-19 10:30:00;2021-03-19 10:30:00;true;120.0;0.0;No weather;
2021-03-20 02:59:47;2021-03-20 11:14:24;95%;71%;;73;4233;No alarm;102.7;;36.8;29676.8;27005.9;593.5;;;true;0.0;0.0;No weather;
2021-03-20 19:46:44;2021-03-20 21:30:09;22%;37%;;0;3939;Normal;102.5;;0.0;6205.1;5850.0;210.0;2021-03-20 21:20:00;2021-03-20 21:50:00;true;0.0;0.0;No weather;
2021-03-21 06:50:45;2021-03-21 12:54:58;68%;-11%;;0;102;Normal;102.2;;10797.0;21853.3;20610.0;180.0;2021-03-21 13:00:00;2021-03-21 13:00:00;true;240.0;0.0;No weather;
2021-03-22 01:56:51;2021-03-22 10:00:35;84%;-1%;;0;1962;Normal;102.3;;7851.9;29023.6;28050.0;180.0;2021-03-22 10:00:00;2021-03-22 10:00:00;true;0.0;0.0;No weather;
2021-03-23 01:28:18;2021-03-23 09:05:43;82%;-1%;;69;1422;Normal;102.4;;12534.7;27444.4;21480.0;180.0;2021-03-23 09:00:00;2021-03-23 09:00:00;true;0.0;0.0;No weather;
2021-03-23 09:17:42;2021-03-23 10:36:02;17%;-2%;;58;261;Normal;102.3;;0.0;4700.3;4020.0;180.0;2021-03-23 10:30:00;2021-03-23 10:30:00;true;0.0;0.0;No weather;
2021-03-24 01:46:38;2021-03-24 07:45:30;63%;43%;;55;4095;Normal;102.1;;6165.1;21532.7;19800.0;270.0;2021-03-24 07:45:00;2021-03-24 07:45:00;true;60.0;0.0;No weather;
2021-03-25 02:58:48;2021-03-25 09:30:54;70%;83%;;57;3856;Normal;101.8;;7287.4;23525.9;21990.0;180.0;2021-03-25 09:30:00;2021-03-25 09:30:00;true;60.0;0.0;No weather;
2021-03-25 23:36:44;2021-03-26 07:35:47;82%;73%;;60;8167;Normal;101.6;;13576.9;28743.5;24060.0;180.0;2021-03-26 07:30:00;2021-03-26 07:30:00;true;420.0;0.0;No weather;
2021-03-26 22:13:02;2021-03-27 08:53:49;77%;70%;;54;3005;Normal;100.9;;10829.4;38447.4;35490.0;180.0;2021-03-27 09:00:00;2021-03-27 09:00:00;true;360.0;0.0;No weather;
2021-03-29 01:48:06;2021-03-29 10:06:13;84%;73%;;60;9049;Normal;102.1;;4421.0;29886.8;28560.0;600.0;2021-03-29 10:00:00;2021-03-29 10:00:00;true;420.0;0.0;No weather;
2021-03-30 00:26:06;2021-03-30 08:00:35;82%;74%;;56;3284;Normal;102.6;;5428.1;27268.7;26460.0;180.0;2021-03-30 08:00:00;2021-03-30 08:00:00;true;60.0;0.0;No weather;
2021-03-31 01:58:36;2021-03-31 09:43:13;82%;76%;;54;5393;Normal;102.2;;5427.9;27876.7;27150.0;180.0;2021-03-31 10:00:00;2021-03-31 10:00:00;true;240.0;0.0;No weather;
2021-03-31 23:52:49;2021-04-01 09:00:23;86%;76%;;54;3209;Normal;101.8;;8667.2;32853.9;30120.0;180.0;2021-04-01 09:00:00;2021-04-01 09:00:00;true;660.0;0.0;No weather;
2021-04-02 01:52:09;2021-04-02 09:35:02;82%;76%;;53;3224;Normal;102.4;;5523.7;27772.6;26580.0;180.0;2021-04-02 10:30:00;2021-04-02 10:30:00;true;120.0;0.0;No weather;
2021-04-03 03:40:58;2021-04-03 11:19:34;82%;75%;;106;9226;Normal;102.4;;11208.9;27516.1;23550.0;570.0;2021-04-03 11:30:00;2021-04-03 11:30:00;true;1020.0;0.0;No weather;
2021-04-05 01:43:26;2021-04-05 05:40:51;37%;54%;;52;4572;Normal;100.8;;1773.6;14244.8;13920.0;180.0;2021-04-05 10:00:00;2021-04-05 10:00:00;true;0.0;0.0;No weather;
2021-04-05 23:27:38;2021-04-06 07:16:06;82%;52%;;55;2980;Normal;101.0;;7952.6;28108.1;25500.0;180.0;2021-04-06 07:15:00;2021-04-06 07:15:00;true;420.0;0.0;No weather;
2021-04-07 02:03:57;2021-04-07 10:29:09;84%;60%;;57;6543;Normal;101.0;;4482.3;30312.2;29340.0;330.0;2021-04-07 10:30:00;2021-04-07 10:30:00;true;180.0;0.0;No weather;
2021-04-08 01:33:40;2021-04-08 09:30:21;82%;69%;;52;5593;Normal;101.9;;6999.2;28600.6;27570.0;210.0;2021-04-08 09:30:00;2021-04-08 09:30:00;true;960.0;0.0;No weather;
2021-04-09 01:21:52;2021-04-09 08:30:36;78%;76%;;54;5772;Normal;101.2;;5557.6;25723.5;24750.0;180.0;2021-04-09 08:30:00;2021-04-09 08:30:00;true;420.0;0.0;No weather;
2021-04-10 02:54:49;2021-04-10 07:46:55;44%;86%;;64;7316;Normal;101.0;;4665.9;17526.3;16650.0;210.0;2021-04-10 07:30:00;2021-04-10 07:30:00;true;480.0;0.0;No weather;
2021-04-11 00:52:23;2021-04-11 09:31:03;85%;80%;;58;4353;Normal;100.7;;4578.8;31120.5;30330.0;180.0;2021-04-11 09:30:00;2021-04-11 09:30:00;true;780.0;0.0;No weather;
2021-04-13 01:09:17;2021-04-13 07:35:44;68%;75%;;0;4119;Normal;102.7;;4104.5;23187.2;22470.0;180.0;2021-04-13 07:30:00;2021-04-13 07:30:00;true;900.0;0.0;No weather;
2021-04-14 04:59:56;2021-04-14 12:16:38;78%;55%;;69;8059;No alarm;102.8;;13536.1;26201.9;23760.0;180.0;;;true;780.0;0.0;No weather;
2021-04-15 00:43:30;2021-04-15 07:31:44;70%;27%;;61;4332;Normal;103.0;;6167.7;24493.6;23460.0;330.0;2021-04-15 07:30:00;2021-04-15 07:30:00;true;840.0;0.0;No weather;
2021-04-16 02:40:09;2021-04-16 08:00:28;61%;45%;;113;6034;Normal;102.8;;5258.1;19218.9;17970.0;480.0;2021-04-16 08:00:00;2021-04-16 08:00:00;true;180.0;0.0;No weather;
2021-04-17 02:49:01;2021-04-17 11:01:00;84%;59%;;0;6870;Normal;102.6;;6253.3;29519.1;28620.0;150.0;2021-04-17 11:00:00;2021-04-17 11:00:00;true;660.0;0.0;No weather;
2021-04-20 00:37:24;2021-04-20 08:16:12;82%;59%;;0;3311;Normal;101.6;;6259.2;27528.7;25020.0;150.0;2021-04-20 08:00:00;2021-04-20 08:00:00;true;600.0;0.0;No weather;
2021-04-22 00:59:44;2021-04-22 09:30:38;85%;87%;;57;1732;Normal;102.1;;7906.4;30653.7;28620.0;180.0;2021-04-22 09:30:00;2021-04-22 09:30:00;true;660.0;0.0;No weather;
2021-04-23 01:06:56;2021-04-23 08:40:48;82%;89%;;57;9463;Normal;102.6;;4609.6;27232.4;26040.0;210.0;2021-04-23 08:30:00;2021-04-23 08:30:00;true;840.0;0.0;No weather;
2021-04-24 03:56:35;2021-04-24 11:20:04;78%;73%;;0;6296;Normal;102.8;;30289.9;26608.7;17520.0;840.0;2021-04-24 11:45:00;2021-04-24 11:45:00;true;1080.0;0.0;No weather;
2021-04-26 00:33:32;2021-04-26 07:30:27;70%;47%;;88;3193;Normal;102.2;;19755.2;25014.8;20280.0;150.0;2021-04-26 07:30:00;2021-04-26 07:30:00;true;660.0;0.0;No weather;
2021-04-26 14:20:20;2021-04-26 15:05:58;12%;-4%;;67;3490;Normal;101.8;;0.0;2738.1;2280.0;180.0;2021-04-26 15:00:00;2021-04-26 15:00:00;true;180.0;0.0;No weather;
2021-04-26 15:06:17;2021-04-26 15:45:45;12%;0%;;65;3561;Normal;101.8;;0.0;2367.9;2040.0;180.0;2021-04-26 15:45:00;2021-04-26 15:45:00;true;120.0;0.0;No weather;
2021-04-27 03:23:29;2021-04-27 09:51:07;68%;48%;;0;4797;Normal;101.1;;6421.7;23258.0;22200.0;180.0;2021-04-27 11:30:00;2021-04-27 11:30:00;true;840.0;0.0;No weather;
2021-04-28 01:08:00;2021-04-28 06:46:15;63%;56%;;0;6321;Normal;100.5;;7641.2;20295.0;17790.0;900.0;2021-04-28 09:00:00;2021-04-28 09:00:00;true;660.0;0.0;No weather;
2021-04-30 02:15:21;2021-04-30 10:30:26;84%;58%;;63;5507;Normal;100.8;;5062.4;29704.7;28110.0;150.0;2021-04-30 10:30:00;2021-04-30 10:30:00;true;903.6;0.0;No weather;
2021-05-01 01:38:09;2021-05-01 10:09:55;85%;76%;;59;6059;Normal;101.1;;5982.8;30705.6;29460.0;210.0;2021-05-01 10:00:00;2021-05-01 10:30:00;true;176.1;0.0;No weather;
2021-05-04 01:33:40;2021-05-04 08:16:18;70%;84%;;0;5591;Normal;99.6;;5506.6;24157.4;23190.0;150.0;2021-05-04 08:00:00;2021-05-04 08:00:00;true;600.0;0.0;No weather;
2021-05-05 01:42:05;2021-05-05 10:00:29;84%;84%;;0;7508;Normal;99.6;;8087.8;29904.0;28890.0;150.0;2021-05-05 10:00:00;2021-05-05 10:00:00;true;1039.7;0.0;No weather;
2021-05-06 01:45:52;2021-05-06 02:19:01;12%;60%;;0;0;Normal;100.5;;0.0;1989.6;0.0;0.0;2021-05-06 10:00:00;2021-05-06 10:00:00;false;0.0;0.0;No weather;
2021-05-06 02:19:16;2021-05-06 09:29:29;78%;87%;;54;5648;Normal;100.5;;9438.1;25813.4;21480.0;2070.0;2021-05-06 10:00:00;2021-05-06 10:00:00;true;1132.5;0.0;No weather;
2021-05-07 01:03:54;2021-05-07 08:31:00;78%;85%;;55;8217;Normal;100.5;;10438.0;26826.3;24300.0;180.0;2021-05-07 08:30:00;2021-05-07 08:30:00;true;863.5;0.0;No weather;
2021-05-08 00:18:04;2021-05-08 01:02:57;12%;68%;;61;7418;Normal;101.5;;0.0;2693.0;960.0;180.0;2021-05-08 09:30:00;2021-05-08 09:30:00;true;0.0;0.0;No weather;
2021-05-08 03:38:24;2021-05-08 12:01:04;84%;74%;;0;7557;Normal;101.3;;9846.5;30160.1;28320.0;150.0;2021-05-08 12:00:00;2021-05-08 12:00:00;true;67.8;0.0;No weather;
2021-05-10 00:29:29;2021-05-10 07:30:30;78%;43%;;0;8365;Normal;99.7;;7712.9;25261.0;24000.0;240.0;2021-05-10 07:30:00;2021-05-10 07:30:00;true;1304.1;0.0;No weather;
2021-05-12 01:04:56;2021-05-12 09:30:48;84%;78%;;99;7451;Normal;100.7;;8328.2;30351.5;28290.0;180.0;2021-05-12 09:30:00;2021-05-12 09:30:00;true;2820.1;0.0;No weather;
2021-05-13 02:04:43;2021-05-13 10:30:33;84%;81%;;55;4468;Normal;100.7;;5240.0;30350.0;29130.0;180.0;2021-05-13 10:30:00;2021-05-13 10:30:00;true;406.6;0.0;No weather;
2021-05-14 01:57:26;2021-05-14 10:01:28;84%;89%;;58;6205;Normal;100.4;;8199.9;29042.3;26790.0;180.0;2021-05-14 10:00:00;2021-05-14 10:00:00;true;1751.2;0.0;No weather;
2021-05-16 02:59:12;2021-05-16 10:40:55;83%;90%;;66;5511;Normal;99.6;;35.6;27703.2;23824.8;1569.8;2021-05-16 10:30:00;2021-05-16 10:30:00;true;1505.8;0.0;No weather;
2021-05-19 00:50:20;2021-05-19 09:30:47;94%;72%;;58;6546;Normal;101.2;;33.9;31227.8;30603.3;624.6;2021-05-19 09:30:00;2021-05-19 09:30:00;true;318.0;0.0;No weather;
2021-05-20 02:14:02;2021-05-20 09:57:05;83%;85%;;58;4569;Normal;101.7;;45.6;27782.9;25004.6;1574.4;2021-05-20 10:00:00;2021-05-20 10:00:00;true;2947.8;0.0;No weather;
2021-05-21 01:14:04;2021-05-21 08:30:21;78%;82%;;55;6484;Normal;100.2;;24.2;26177.1;22163.3;2792.2;2021-05-21 08:30:00;2021-05-21 08:30:00;true;619.8;0.0;No weather;
2021-05-28 00:51:01;2021-05-28 08:36:34;84%;0%;;61;8163;Normal;102.1;;36.0;27933.4;23743.4;3631.3;2021-05-28 08:30:00;2021-05-28 08:30:00;true;557.5;0.0;No weather;
2021-05-29 02:11:57;2021-05-29 10:45:47;92%;71%;;57;9464;Normal;102.2;;38.9;30830.7;23534.1;3391.4;2021-05-29 10:45:00;2021-05-29 10:45:00;true;2122.5;0.0;No weather;
2021-06-01 00:35:13;2021-06-01 08:36:16;86%;69%;;0;5944;Normal;101.7;;54.5;28862.8;23859.9;4425.6;2021-06-01 08:30:00;2021-06-01 08:30:00;true;1988.9;0.0;No weather;
2021-06-02 01:08:13;2021-06-02 09:46:27;93%;86%;;54;8091;Normal;101.3;;38.0;31094.7;26015.9;621.9;2021-06-02 09:30:00;2021-06-02 09:30:00;true;2697.0;0.0;No weather;
2021-06-03 00:36:40;2021-06-03 09:06:28;92%;88%;;0;7117;Normal;101.2;;56.5;30588.2;25796.1;611.8;2021-06-03 09:00:00;2021-06-03 09:00:00;true;2073.3;0.0;No weather;
2021-06-04 00:36:22;2021-06-04 08:40:40;87%;91%;;0;6579;Normal;101.8;;32.1;29057.3;27507.6;581.1;2021-06-04 08:30:00;2021-06-04 08:30:00;true;2392.2;0.0;No weather;
2021-06-07 00:56:51;2021-06-07 09:11:19;89%;93%;;55;5970;Normal;102.2;;52.7;29668.7;26108.5;593.4;2021-06-07 09:00:00;2021-06-07 09:00:00;true;206.3;0.0;No weather;
2021-06-08 00:18:13;2021-06-08 08:35:46;89%;90%;;51;9114;Normal;102.1;;49.0;29852.5;23583.5;597.0;2021-06-08 08:30:00;2021-06-08 08:30:00;true;584.1;0.0;No weather;
2021-06-09 00:28:37;2021-06-09 08:41:01;88%;94%;;54;8403;Normal;102.0;;76.0;29544.2;25506.5;590.9;2021-06-09 08:30:00;2021-06-09 08:30:00;true;581.3;0.0;No weather;
2021-06-10 01:01:14;2021-06-10 09:41:39;93%;92%;;0;11446;Normal;101.9;;74.6;31224.8;26853.3;624.5;2021-06-10 09:30:00;2021-06-10 09:30:00;true;1035.0;0.0;No weather;
2021-06-11 00:45:21;2021-06-11 07:30:41;73%;88%;;0;7209;Normal;101.7;;57.2;24320.4;20023.8;1945.6;2021-06-11 07:30:00;2021-06-11 07:30:00;true;1381.5;0.0;No weather;
2021-06-12 02:38:43;2021-06-12 12:18:41;97%;70%;;54;15842;No alarm;101.5;;43.3;34797.5;30041.8;695.9;;;true;3404.3;0.0;No weather;
2021-06-13 05:52:31;2021-06-13 10:30:30;50%;61%;;61;12252;Normal;102.4;;172.0;16679.5;13844.0;333.6;2021-06-13 10:30:00;2021-06-13 10:30:00;true;1974.8;0.0;No weather;
2021-06-15 23:58:46;2021-06-16 08:30:27;92%;34%;;0;11340;Normal;101.6;;29.9;30701.6;29064.2;614.0;2021-06-16 08:30:00;2021-06-16 08:30:00;true;3649.4;0.0;No weather;
2021-06-17 01:06:43;2021-06-17 09:31:00;91%;82%;;53;6645;Normal;100.8;;18.1;30256.6;27130.1;1815.4;2021-06-17 09:30:00;2021-06-17 09:30:00;true;266.0;0.0;No weather;
2021-06-18 00:31:29;2021-06-18 09:01:04;91%;87%;;0;5791;Normal;101.1;;51.1;30575.3;25377.5;3771.0;2021-06-18 09:00:00;2021-06-18 09:00:00;true;2202.7;0.0;No weather;
2021-06-21 23:34:52;2021-06-22 08:35:35;97%;0%;;50;5140;Normal;101.2;;58.1;32443.1;29090.7;648.9;2021-06-22 08:30:00;2021-06-22 08:30:00;true;1093.6;0.0;No weather;
2021-06-23 01:08:28;2021-06-23 01:48:58;12%;31%;;0;0;Normal;101.8;;0.0;2430.5;0.0;0.0;2021-06-23 09:30:00;2021-06-23 09:30:00;false;0.0;0.0;No weather;
2021-06-23 01:49:34;2021-06-23 10:10:40;85%;68%;;48;8223;Normal;101.8;;5011.7;30066.1;22549.6;3207.1;2021-06-23 10:00:00;2021-06-23 10:00:00;true;2589.9;0.0;No weather;
2021-06-24 02:02:27;2021-06-24 09:58:01;82%;82%;;0;0;Normal;102.0;;6071.4;28534.9;23684.0;570.7;2021-06-24 10:00:00;2021-06-24 10:00:00;false;0.0;0.0;No weather;
2021-06-25 00:03:32;2021-06-25 08:36:11;86%;79%;;62;5121;Normal;101.7;;14775.6;30759.7;26350.8;615.2;2021-06-25 08:30:00;2021-06-25 08:30:00;true;2568.3;0.0;No weather;
2021-06-26 01:32:16;2021-06-26 10:00:32;85%;82%;;54;6056;Normal;101.5;;9041.1;30496.3;27650.0;609.9;2021-06-26 10:00:00;2021-06-26 10:00:00;true;1696.0;0.0;No weather;
2021-06-27 05:11:19;2021-06-27 13:00:20;82%;64%;;70;14287;Normal;101.5;;6305.4;28141.6;25984.1;562.8;2021-06-27 13:00:00;2021-06-27 13:00:00;true;10071.1;0.0;No weather;
2021-06-29 00:56:59;2021-06-29 06:06:11;61%;26%;;0;3204;Normal;101.0;;2518.6;18551.8;14532.3;1917.0;2021-06-29 07:15:00;2021-06-29 07:15:00;true;2856.0;0.0;No weather;
2021-06-29 06:08:54;2021-06-29 07:15:26;17%;-30%;;0;30;Normal;100.9;;0.0;3991.2;0.0;0.0;2021-06-29 07:15:00;2021-06-29 07:15:00;true;120.0;0.0;No weather;
2021-06-29 07:15:38;2021-06-29 07:41:10;6%;0%;;0;30;Normal;100.9;;0.0;1531.3;0.0;0.0;2021-06-29 07:35:00;2021-06-29 07:35:00;true;0.0;0.0;No weather;
2021-06-30 00:41:39;2021-06-30 09:30:58;86%;38%;;57;8857;Normal;100.9;;5782.3;31758.3;29641.1;635.2;2021-06-30 09:30:00;2021-06-30 09:30:00;true;3623.5;0.0;No weather;
2021-07-01 01:57:37;2021-07-01 10:32:59;86%;75%;;51;6356;Normal;101.1;;4295.8;30922.4;27521.0;1133.8;2021-07-01 10:30:00;2021-07-01 10:30:00;true;2649.3;0.0;No weather;
2021-07-02 00:38:58;2021-07-02 07:45:45;78%;72%;;0;6243;Normal;101.3;;17452.2;25607.2;22875.8;512.1;2021-07-02 07:45:00;2021-07-02 07:45:00;true;488.6;0.0;No weather;
